LATITUDE,LONGITUDE,ELEVATION,DATE,TAVG,YEAR,MONTH,DAY,DAY_OF_WEEK,DAY_OF_YEAR
25.45,30.533,73.0,2023-09-10,35.1,2023,9,10,6,253
31.073,33.836,36.9,2001-05-15,19.7,2001,5,15,1,135
26.2,32.75,96.0,2004-06-28,32.4,2004,6,28,0,180
31.3331,27.2167,25.0,2003-06-08,21.7,2003,6,8,6,159
26.2,32.75,96.0,2008-03-31,21.4,2008,3,31,0,91
31.184,29.949,-1.8,2019-04-21,16.3,2019,4,21,6,111
29.2,25.3167,-15.0,2012-04-30,26.2,2012,4,30,0,121
29.2,25.3167,-15.0,2003-10-26,25.1,2003,10,26,6,299
27.15,33.7167,16.0,2012-10-12,28.6,2012,10,12,4,286
31.3331,27.2167,25.0,2015-05-09,20.6,2015,5,9,5,129
31.073,33.836,36.9,2009-08-16,27.8,2009,8,16,6,228
29.2,25.3167,-15.0,2018-07-04,31.6,2018,7,4,2,185
25.4831,29.0,107.0,2004-08-09,33.7,2004,8,9,0,222
25.45,30.533,73.0,2012-04-21,26.4,2012,4,21,5,112
28.083,30.733,40.0,2004-05-11,26.2,2004,5,11,1,132
23.9667,32.7831,200.0,2009-04-18,31.8,2009,4,18,5,108
25.4831,29.0,107.0,2009-09-22,32.4,2009,9,22,1,265
23.9667,32.7831,200.0,2002-02-25,18.3,2002,2,25,0,56
27.15,33.7167,16.0,2005-08-08,34.1,2005,8,8,0,220
25.45,30.533,73.0,2007-11-22,15.2,2007,11,22,3,326
27.15,33.7167,16.0,2002-05-23,30.0,2002,5,23,3,143
31.3331,27.2167,25.0,2014-06-14,23.0,2014,6,14,5,165
29.2,25.3167,-15.0,2016-10-01,27.1,2016,10,1,5,275
25.4831,29.0,107.0,2008-03-24,26.2,2008,3,24,0,84
31.184,29.949,-1.8,2000-09-21,26.7,2000,9,21,3,265
25.45,30.533,73.0,2002-09-26,30.6,2002,9,26,3,269
26.2,32.75,96.0,2016-01-28,15.2,2016,1,28,3,28
23.9667,32.7831,200.0,2024-07-19,37.1,2024,7,19,4,201
23.9667,32.7831,200.0,2002-03-03,22.7,2002,3,3,6,62
31.567,25.133,6.0,2009-08-28,24.1,2009,8,28,4,240
29.2,25.3167,-15.0,2011-03-20,20.6,2011,3,20,6,79
26.2,32.75,96.0,2011-07-12,35.5,2011,7,12,1,193
31.073,33.836,36.9,2006-09-15,26.0,2006,9,15,4,258
31.184,29.949,-1.8,2012-02-04,14.0,2012,2,4,5,35
27.15,33.7167,16.0,2004-11-19,20.8,2004,11,19,4,324
31.567,25.133,6.0,2024-06-30,27.7,2024,6,30,6,182
31.184,29.949,-1.8,2013-10-27,21.6,2013,10,27,6,300
26.2,32.75,96.0,2010-12-28,20.9,2010,12,28,1,362
23.9667,32.7831,200.0,2006-03-16,21.9,2006,3,16,3,75
25.45,30.533,73.0,2023-07-27,36.1,2023,7,27,3,208
25.4831,29.0,107.0,2000-11-08,21.7,2000,11,8,2,313
28.083,30.733,40.0,2001-10-24,23.0,2001,10,24,2,297
25.4831,29.0,107.0,2004-06-09,29.8,2004,6,9,2,161
27.15,33.7167,16.0,2021-03-25,20.0,2021,3,25,3,84
26.2,32.75,96.0,2008-12-25,13.3,2008,12,25,3,360
27.05,27.983,78.0,2008-11-14,16.9,2008,11,14,4,319
31.567,25.133,6.0,2015-09-23,25.3,2015,9,23,2,266
31.073,33.836,36.9,2017-10-25,21.9,2017,10,25,2,298
25.45,30.533,73.0,2005-10-23,22.6,2005,10,23,6,296
31.567,25.133,6.0,2001-04-05,13.9,2001,4,5,3,95
25.45,30.533,73.0,2022-02-27,16.7,2022,2,27,6,58
27.15,33.7167,16.0,2020-11-06,23.3,2020,11,6,4,311
31.184,29.949,-1.8,2021-10-06,24.4,2021,10,6,2,279
25.45,30.533,73.0,2014-09-20,28.9,2014,9,20,5,263
23.9667,32.7831,200.0,2012-10-07,28.9,2012,10,7,6,281
28.083,30.733,40.0,2018-10-17,23.4,2018,10,17,2,290
29.2,25.3167,-15.0,2010-10-04,27.4,2010,10,4,0,277
27.05,27.983,78.0,2004-02-16,9.8,2004,2,16,0,47
25.45,30.533,73.0,2004-12-12,16.6,2004,12,12,6,347
31.073,33.836,36.9,2019-03-12,15.1,2019,3,12,1,71
31.567,25.133,6.0,2024-03-06,14.2,2024,3,6,2,66
23.133,35.583,21.0,2012-02-14,23.1,2012,2,14,1,45
23.9667,32.7831,200.0,2023-12-23,17.0,2023,12,23,5,357
31.184,29.949,-1.8,2005-05-19,23.8,2005,5,19,3,139
31.073,33.836,36.9,2003-04-28,17.0,2003,4,28,0,118
27.15,33.7167,16.0,2022-07-02,33.8,2022,7,2,5,183
25.45,30.533,73.0,2004-01-18,15.5,2004,1,18,6,18
28.083,30.733,40.0,2003-04-16,19.2,2003,4,16,2,106
23.133,35.583,21.0,2013-10-07,27.0,2013,10,7,0,280
31.567,25.133,6.0,2010-12-22,16.0,2010,12,22,2,356
31.3331,27.2167,25.0,2011-07-26,27.0,2011,7,26,1,207
25.45,30.533,73.0,2008-12-13,17.1,2008,12,13,5,348
23.9667,32.7831,200.0,2003-11-18,21.9,2003,11,18,1,322
31.184,29.949,-1.8,2013-12-28,12.4,2013,12,28,5,362
31.3331,27.2167,25.0,2007-12-13,15.6,2007,12,13,3,347
25.45,30.533,73.0,2006-04-24,24.7,2006,4,24,0,114
27.15,33.7167,16.0,2004-08-26,31.8,2004,8,26,3,239
25.4831,29.0,107.0,2011-11-09,19.4,2011,11,9,2,313
31.184,29.949,-1.8,2002-07-31,29.5,2002,7,31,2,212
31.184,29.949,-1.8,2000-08-15,27.2,2000,8,15,1,228
27.05,27.983,78.0,2007-12-21,13.0,2007,12,21,4,355
31.184,29.949,-1.8,2011-10-12,21.7,2011,10,12,2,285
26.2,32.75,96.0,2022-08-26,36.9,2022,8,26,4,238
28.083,30.733,40.0,2012-12-30,13.1,2012,12,30,6,365
27.15,33.7167,16.0,2007-09-26,28.2,2007,9,26,2,269
25.45,30.533,73.0,2002-10-23,23.8,2002,10,23,2,296
31.184,29.949,-1.8,2012-08-09,29.3,2012,8,9,3,222
29.2,25.3167,-15.0,2018-12-07,15.3,2018,12,7,4,341
23.133,35.583,21.0,2015-02-26,22.2,2015,2,26,3,57
28.083,30.733,40.0,2010-06-06,30.9,2010,6,6,6,157
31.3331,27.2167,25.0,2011-04-22,17.1,2011,4,22,4,112
25.4831,29.0,107.0,2006-04-21,27.8,2006,4,21,4,111
31.3331,27.2167,25.0,2007-11-03,23.1,2007,11,3,5,307
28.083,30.733,40.0,2018-07-26,32.4,2018,7,26,3,207
27.05,27.983,78.0,2003-04-01,24.1,2003,4,1,1,91
27.15,33.7167,16.0,2024-10-06,28.3,2024,10,6,6,280
27.05,27.983,78.0,2010-05-27,26.7,2010,5,27,3,147
28.083,30.733,40.0,2001-07-05,26.9,2001,7,5,3,186
26.2,32.75,96.0,2010-10-05,32.3,2010,10,5,1,278
28.083,30.733,40.0,2005-11-25,16.9,2005,11,25,4,329
31.3331,27.2167,25.0,2024-04-11,18.2,2024,4,11,3,102
23.9667,32.7831,200.0,2021-10-04,28.2,2021,10,4,0,277
28.083,30.733,40.0,2007-12-13,14.8,2007,12,13,3,347
28.083,30.733,40.0,2017-06-28,30.4,2017,6,28,2,179
29.2,25.3167,-15.0,2002-11-29,16.9,2002,11,29,4,333
31.3331,27.2167,25.0,2004-07-02,24.4,2004,7,2,4,184
27.15,33.7167,16.0,2010-08-27,32.4,2010,8,27,4,239
31.567,25.133,6.0,2014-06-15,22.8,2014,6,15,6,166
29.2,25.3167,-15.0,2005-03-09,15.2,2005,3,9,2,68
31.3331,27.2167,25.0,2010-12-09,18.4,2010,12,9,3,343
27.05,27.983,78.0,2004-02-27,22.6,2004,2,27,4,58
31.073,33.836,36.9,2001-10-22,22.1,2001,10,22,0,295
31.073,33.836,36.9,2016-09-14,26.1,2016,9,14,2,258
31.184,29.949,-1.8,2006-12-14,17.1,2006,12,14,3,348
23.9667,32.7831,200.0,2011-11-16,18.7,2011,11,16,2,320
31.184,29.949,-1.8,2014-09-24,27.0,2014,9,24,2,267
23.9667,32.7831,200.0,2000-04-20,25.1,2000,4,20,3,111
31.184,29.949,-1.8,2005-12-29,13.9,2005,12,29,3,363
31.3331,27.2167,25.0,2024-02-14,13.9,2024,2,14,2,45
27.15,33.7167,16.0,2015-02-19,16.2,2015,2,19,3,50
29.2,25.3167,-15.0,2005-01-09,14.3,2005,1,9,6,9
31.567,25.133,6.0,2003-01-05,16.1,2003,1,5,6,5
27.15,33.7167,16.0,2002-05-31,32.1,2002,5,31,4,151
25.45,30.533,73.0,2003-02-12,15.6,2003,2,12,2,43
25.4831,29.0,107.0,2007-11-05,24.4,2007,11,5,0,309
23.9667,32.7831,200.0,2019-05-23,36.9,2019,5,23,3,143
23.133,35.583,21.0,2010-11-24,26.6,2010,11,24,2,328
31.073,33.836,36.9,2014-12-24,13.2,2014,12,24,2,358
31.567,25.133,6.0,2015-02-21,12.9,2015,2,21,5,52
25.4831,29.0,107.0,2016-01-25,11.6,2016,1,25,0,25
25.4831,29.0,107.0,2013-02-14,16.6,2013,2,14,3,45
25.45,30.533,73.0,2013-12-05,20.4,2013,12,5,3,339
28.083,30.733,40.0,2004-02-26,18.7,2004,2,26,3,57
27.05,27.983,78.0,2012-04-11,19.3,2012,4,11,2,102
31.567,25.133,6.0,2001-10-05,22.0,2001,10,5,4,278
31.3331,27.2167,25.0,2007-11-30,17.6,2007,11,30,4,334
28.083,30.733,40.0,2023-09-27,26.2,2023,9,27,2,270
31.3331,27.2167,25.0,2006-01-27,12.9,2006,1,27,4,27
31.073,33.836,36.9,2004-09-22,25.1,2004,9,22,2,266
23.9667,32.7831,200.0,2000-05-06,28.9,2000,5,6,5,127
25.45,30.533,73.0,2012-10-21,28.8,2012,10,21,6,295
27.15,33.7167,16.0,2024-12-21,18.6,2024,12,21,5,356
25.45,30.533,73.0,2024-06-20,34.6,2024,6,20,3,172
23.9667,32.7831,200.0,2015-02-11,15.8,2015,2,11,2,42
31.567,25.133,6.0,2010-12-14,12.9,2010,12,14,1,348
31.567,25.133,6.0,2004-11-08,20.4,2004,11,8,0,313
23.9667,32.7831,200.0,2000-11-26,20.3,2000,11,26,6,331
27.15,33.7167,16.0,2014-05-17,29.5,2014,5,17,5,137
23.9667,32.7831,200.0,2005-04-18,30.1,2005,4,18,0,108
27.05,27.983,78.0,2010-09-16,28.7,2010,9,16,3,259
31.567,25.133,6.0,2008-12-29,12.8,2008,12,29,0,364
29.2,25.3167,-15.0,2018-11-24,18.8,2018,11,24,5,328
29.2,25.3167,-15.0,2014-08-09,30.4,2014,8,9,5,221
31.3331,27.2167,25.0,2005-12-12,18.4,2005,12,12,0,346
31.184,29.949,-1.8,2016-11-01,22.4,2016,11,1,1,306
27.05,27.983,78.0,2005-02-27,19.4,2005,2,27,6,58
23.133,35.583,21.0,2007-02-09,19.0,2007,2,9,4,40
31.3331,27.2167,25.0,2010-11-03,20.6,2010,11,3,2,307
23.9667,32.7831,200.0,2015-05-21,32.9,2015,5,21,3,141
31.073,33.836,36.9,2004-11-02,22.8,2004,11,2,1,307
25.45,30.533,73.0,2022-01-10,10.9,2022,1,10,0,10
31.3331,27.2167,25.0,2004-12-04,18.2,2004,12,4,5,339
26.2,32.75,96.0,2024-11-07,25.6,2024,11,7,3,312
31.073,33.836,36.9,2001-07-23,27.0,2001,7,23,0,204
25.4831,29.0,107.0,2010-08-23,33.7,2010,8,23,0,235
23.133,35.583,21.0,2009-03-23,21.6,2009,3,23,0,82
29.2,25.3167,-15.0,2018-07-23,32.6,2018,7,23,0,204
25.4831,29.0,107.0,2006-04-15,22.0,2006,4,15,5,105
23.9667,32.7831,200.0,2009-08-19,33.7,2009,8,19,2,231
31.567,25.133,6.0,2003-04-17,17.0,2003,4,17,3,107
27.05,27.983,78.0,2011-10-14,22.4,2011,10,14,4,287
31.3331,27.2167,25.0,2013-10-14,24.4,2013,10,14,0,287
27.05,27.983,78.0,2003-08-04,32.0,2003,8,4,0,216
28.083,30.733,40.0,2022-09-29,33.3,2022,9,29,3,272
31.567,25.133,6.0,2003-06-10,23.4,2003,6,10,1,161
25.4831,29.0,107.0,2001-11-02,20.8,2001,11,2,4,306
28.083,30.733,40.0,2004-12-22,11.9,2004,12,22,2,357
27.15,33.7167,16.0,2006-04-15,25.2,2006,4,15,5,105
31.3331,27.2167,25.0,2018-12-03,15.3,2018,12,3,0,337
29.2,25.3167,-15.0,2004-10-03,24.8,2004,10,3,6,277
31.3331,27.2167,25.0,2017-08-29,26.8,2017,8,29,1,241
25.45,30.533,73.0,2003-08-19,31.9,2003,8,19,1,231
29.2,25.3167,-15.0,2006-08-02,32.6,2006,8,2,2,214
28.083,30.733,40.0,2006-09-06,27.1,2006,9,6,2,249
29.2,25.3167,-15.0,2016-01-14,14.8,2016,1,14,3,14
27.15,33.7167,16.0,2021-04-29,28.2,2021,4,29,3,119
25.4831,29.0,107.0,2016-09-21,28.3,2016,9,21,2,265
31.567,25.133,6.0,2003-07-28,26.2,2003,7,28,0,209
23.9667,32.7831,200.0,2002-10-03,33.6,2002,10,3,3,276
31.184,29.949,-1.8,2017-11-03,20.7,2017,11,3,4,307
23.9667,32.7831,200.0,2004-04-04,24.6,2004,4,4,6,95
25.4831,29.0,107.0,2017-10-22,22.2,2017,10,22,6,295
28.083,30.733,40.0,2016-09-01,28.9,2016,9,1,3,245
28.083,30.733,40.0,2001-01-04,12.4,2001,1,4,3,4
27.15,33.7167,16.0,2022-05-05,24.8,2022,5,5,3,125
23.133,35.583,21.0,2015-07-25,34.3,2015,7,25,5,206
31.567,25.133,6.0,2002-01-03,9.3,2002,1,3,3,3
31.184,29.949,-1.8,2020-04-04,23.0,2020,4,4,5,95
23.133,35.583,21.0,2009-06-01,27.8,2009,6,1,0,152
27.05,27.983,78.0,2014-11-17,16.9,2014,11,17,0,321
23.9667,32.7831,200.0,2005-07-04,35.2,2005,7,4,0,185
31.073,33.836,36.9,2000-01-10,12.1,2000,1,10,0,10
25.45,30.533,73.0,2013-03-27,23.7,2013,3,27,2,86
27.05,27.983,78.0,2009-05-05,22.4,2009,5,5,1,125
25.45,30.533,73.0,2011-08-13,33.2,2011,8,13,5,225
29.2,25.3167,-15.0,2003-11-20,18.3,2003,11,20,3,324
27.15,33.7167,16.0,2017-08-15,34.3,2017,8,15,1,227
23.133,35.583,21.0,2010-08-16,35.2,2010,8,16,0,228
31.567,25.133,6.0,2007-11-30,15.4,2007,11,30,4,334
31.567,25.133,6.0,2002-12-06,12.6,2002,12,6,4,340
25.45,30.533,73.0,2009-04-16,25.6,2009,4,16,3,106
31.184,29.949,-1.8,2006-04-15,18.3,2006,4,15,5,105
29.2,25.3167,-15.0,2018-06-30,29.3,2018,6,30,5,181
26.2,32.75,96.0,2006-06-02,32.6,2006,6,2,4,153
25.4831,29.0,107.0,2001-06-26,31.4,2001,6,26,1,177
31.184,29.949,-1.8,2014-10-20,23.6,2014,10,20,0,293
26.2,32.75,96.0,2011-11-02,21.9,2011,11,2,2,306
26.2,32.75,96.0,2012-05-19,29.9,2012,5,19,5,140
28.083,30.733,40.0,2016-05-03,30.8,2016,5,3,1,124
28.083,30.733,40.0,2002-10-01,31.6,2002,10,1,1,274
31.073,33.836,36.9,2015-01-31,12.4,2015,1,31,5,31
23.9667,32.7831,200.0,2016-04-15,26.4,2016,4,15,4,106
27.15,33.7167,16.0,2024-11-15,22.7,2024,11,15,4,320
31.073,33.836,36.9,2010-07-13,26.6,2010,7,13,1,194
31.073,33.836,36.9,2016-12-21,11.1,2016,12,21,2,356
23.9667,32.7831,200.0,2005-07-02,34.2,2005,7,2,5,183
23.9667,32.7831,200.0,2025-01-04,18.4,2025,1,4,5,4
25.4831,29.0,107.0,2018-07-04,31.7,2018,7,4,2,185
31.567,25.133,6.0,2004-07-12,29.3,2004,7,12,0,194
31.3331,27.2167,25.0,2012-02-03,10.9,2012,2,3,4,34
26.2,32.75,96.0,2013-02-06,17.9,2013,2,6,2,37
27.05,27.983,78.0,2004-12-15,12.9,2004,12,15,2,350
29.2,25.3167,-15.0,2002-03-11,20.2,2002,3,11,0,70
25.45,30.533,73.0,2015-06-10,32.2,2015,6,10,2,161
26.2,32.75,96.0,2022-09-08,34.7,2022,9,8,3,251
31.3331,27.2167,25.0,2016-08-05,28.0,2016,8,5,4,218
26.2,32.75,96.0,2015-06-04,32.9,2015,6,4,3,155
31.567,25.133,6.0,2011-04-16,18.1,2011,4,16,5,106
23.9667,32.7831,200.0,2023-10-15,27.9,2023,10,15,6,288
31.3331,27.2167,25.0,2018-12-15,15.4,2018,12,15,5,349
29.2,25.3167,-15.0,2016-12-01,14.9,2016,12,1,3,336
31.567,25.133,6.0,2001-07-18,27.9,2001,7,18,2,199
31.3331,27.2167,25.0,2021-12-08,15.3,2021,12,8,2,342
23.9667,32.7831,200.0,2009-01-11,18.8,2009,1,11,6,11
27.15,33.7167,16.0,2012-02-12,18.1,2012,2,12,6,43
25.45,30.533,73.0,2004-03-21,19.8,2004,3,21,6,81
25.4831,29.0,107.0,2012-09-22,28.8,2012,9,22,5,266
31.073,33.836,36.9,2004-05-27,22.7,2004,5,27,3,148
31.567,25.133,6.0,2000-05-25,20.1,2000,5,25,3,146
26.2,32.75,96.0,2014-08-13,33.1,2014,8,13,2,225
25.4831,29.0,107.0,2012-06-27,33.1,2012,6,27,2,179
31.3331,27.2167,25.0,2025-02-02,15.7,2025,2,2,6,33
23.133,35.583,21.0,2011-07-02,30.1,2011,7,2,5,183
27.15,33.7167,16.0,2003-02-11,16.2,2003,2,11,1,42
31.567,25.133,6.0,2024-08-14,27.5,2024,8,14,2,227
25.45,30.533,73.0,2008-04-11,24.8,2008,4,11,4,102
26.2,32.75,96.0,2013-02-15,16.6,2013,2,15,4,46
25.4831,29.0,107.0,2003-11-14,20.5,2003,11,14,4,318
25.45,30.533,73.0,2002-09-02,35.4,2002,9,2,0,245
27.05,27.983,78.0,2005-07-27,36.4,2005,7,27,2,208
29.2,25.3167,-15.0,2002-12-01,16.1,2002,12,1,6,335
27.15,33.7167,16.0,2006-09-22,28.6,2006,9,22,4,265
31.073,33.836,36.9,2001-03-03,14.3,2001,3,3,5,62
23.9667,32.7831,200.0,2015-01-03,13.7,2015,1,3,5,3
23.9667,32.7831,200.0,2006-11-02,24.2,2006,11,2,3,306
31.567,25.133,6.0,2011-10-22,17.3,2011,10,22,5,295
31.3331,27.2167,25.0,2000-09-21,26.0,2000,9,21,3,265
28.083,30.733,40.0,2023-04-22,27.5,2023,4,22,5,112
29.2,25.3167,-15.0,2004-07-22,29.2,2004,7,22,3,204
31.567,25.133,6.0,2018-08-15,26.4,2018,8,15,2,227
23.133,35.583,21.0,2009-12-08,20.2,2009,12,8,1,342
25.45,30.533,73.0,2024-04-13,25.9,2024,4,13,5,104
23.133,35.583,21.0,2010-11-01,26.8,2010,11,1,0,305
25.4831,29.0,107.0,2008-04-11,22.9,2008,4,11,4,102
27.15,33.7167,16.0,2017-06-18,33.1,2017,6,18,6,169
31.567,25.133,6.0,2022-10-24,21.1,2022,10,24,0,297
31.3331,27.2167,25.0,2003-07-18,28.3,2003,7,18,4,199
28.083,30.733,40.0,2016-10-04,26.7,2016,10,4,1,278
31.073,33.836,36.9,2008-05-18,20.2,2008,5,18,6,139
25.45,30.533,73.0,2020-10-11,31.6,2020,10,11,6,285
27.15,33.7167,16.0,2003-07-22,33.2,2003,7,22,1,203
31.567,25.133,6.0,2009-09-26,24.6,2009,9,26,5,269
25.4831,29.0,107.0,2004-11-25,14.1,2004,11,25,3,330
31.3331,27.2167,25.0,2021-11-06,22.4,2021,11,6,5,310
26.2,32.75,96.0,2007-10-12,28.1,2007,10,12,4,285
28.083,30.733,40.0,2005-09-02,30.1,2005,9,2,4,245
28.083,30.733,40.0,2015-09-30,30.8,2015,9,30,2,273
31.184,29.949,-1.8,2008-12-17,16.8,2008,12,17,2,352
25.4831,29.0,107.0,2009-04-22,30.3,2009,4,22,2,112
31.184,29.949,-1.8,2000-10-17,23.8,2000,10,17,1,291
31.567,25.133,6.0,2004-06-18,27.8,2004,6,18,4,170
25.4831,29.0,107.0,2004-12-31,17.2,2004,12,31,4,366
25.45,30.533,73.0,2014-10-26,25.8,2014,10,26,6,299
27.05,27.983,78.0,2012-05-14,28.2,2012,5,14,0,135
31.3331,27.2167,25.0,2005-03-18,13.9,2005,3,18,4,77
31.184,29.949,-1.8,2016-05-12,24.3,2016,5,12,3,133
31.184,29.949,-1.8,2010-01-10,14.8,2010,1,10,6,10
23.9667,32.7831,200.0,2004-07-20,33.4,2004,7,20,1,202
25.45,30.533,73.0,2013-03-15,20.5,2013,3,15,4,74
23.133,35.583,21.0,2004-10-02,29.1,2004,10,2,5,276
27.05,27.983,78.0,2008-02-03,10.9,2008,2,3,6,34
31.3331,27.2167,25.0,2019-11-12,21.6,2019,11,12,1,316
26.2,32.75,96.0,2024-12-02,18.9,2024,12,2,0,337
31.184,29.949,-1.8,2004-12-11,16.3,2004,12,11,5,346
25.4831,29.0,107.0,2001-02-27,16.6,2001,2,27,1,58
23.9667,32.7831,200.0,2008-12-31,14.9,2008,12,31,2,366
25.4831,29.0,107.0,2009-07-10,32.8,2009,7,10,4,191
31.3331,27.2167,25.0,2001-04-24,17.5,2001,4,24,1,114
27.15,33.7167,16.0,2020-07-23,32.8,2020,7,23,3,205
27.15,33.7167,16.0,2023-02-11,17.3,2023,2,11,5,42
31.184,29.949,-1.8,2002-09-24,25.0,2002,9,24,1,267
28.083,30.733,40.0,2012-08-14,31.3,2012,8,14,1,227
28.083,30.733,40.0,2024-09-23,28.0,2024,9,23,0,267
29.2,25.3167,-15.0,2000-05-27,27.3,2000,5,27,5,148
31.567,25.133,6.0,2016-03-06,15.5,2016,3,6,6,66
31.184,29.949,-1.8,2018-12-01,16.8,2018,12,1,5,335
25.45,30.533,73.0,2000-10-21,24.3,2000,10,21,5,295
31.567,25.133,6.0,2015-09-21,26.1,2015,9,21,0,264
26.2,32.75,96.0,2005-08-17,33.9,2005,8,17,2,229
23.133,35.583,21.0,2008-02-16,18.4,2008,2,16,5,47
28.083,30.733,40.0,2003-07-04,33.1,2003,7,4,4,185
27.05,27.983,78.0,2017-07-10,31.8,2017,7,10,0,191
29.2,25.3167,-15.0,2008-03-17,19.1,2008,3,17,0,77
31.073,33.836,36.9,2012-05-15,21.3,2012,5,15,1,136
27.15,33.7167,16.0,2003-02-20,16.9,2003,2,20,3,51
31.073,33.836,36.9,2013-01-17,14.1,2013,1,17,3,17
25.45,30.533,73.0,2004-11-06,23.2,2004,11,6,5,311
29.2,25.3167,-15.0,2009-10-13,24.7,2009,10,13,1,286
23.9667,32.7831,200.0,2012-09-13,32.6,2012,9,13,3,257
29.2,25.3167,-15.0,2006-10-13,24.5,2006,10,13,4,286
26.2,32.75,96.0,2011-08-09,34.2,2011,8,9,1,221
31.184,29.949,-1.8,2010-04-08,17.8,2010,4,8,3,98
28.083,30.733,40.0,2001-08-28,30.3,2001,8,28,1,240
27.15,33.7167,16.0,2020-12-25,18.9,2020,12,25,4,360
27.15,33.7167,16.0,2006-04-30,28.3,2006,4,30,6,120
31.567,25.133,6.0,2010-06-05,27.6,2010,6,5,5,156
25.4831,29.0,107.0,2016-04-03,22.8,2016,4,3,6,94
27.05,27.983,78.0,2001-07-04,33.3,2001,7,4,2,185
27.15,33.7167,16.0,2010-08-02,35.2,2010,8,2,0,214
31.184,29.949,-1.8,2023-06-27,27.6,2023,6,27,1,178
23.9667,32.7831,200.0,2004-04-03,29.7,2004,4,3,5,94
27.05,27.983,78.0,2016-12-30,11.2,2016,12,30,4,365
26.2,32.75,96.0,2004-06-12,30.3,2004,6,12,5,164
25.45,30.533,73.0,2010-04-13,23.4,2010,4,13,1,103
26.2,32.75,96.0,2011-03-31,25.1,2011,3,31,3,90
23.9667,32.7831,200.0,2006-03-27,24.3,2006,3,27,0,86
23.133,35.583,21.0,2009-11-07,26.7,2009,11,7,5,311
23.133,35.583,21.0,2006-08-15,31.8,2006,8,15,1,227
27.15,33.7167,16.0,2011-10-10,28.8,2011,10,10,0,283
25.45,30.533,73.0,2004-10-19,32.4,2004,10,19,1,293
25.4831,29.0,107.0,2009-07-14,33.1,2009,7,14,1,195
31.567,25.133,6.0,2006-08-11,27.5,2006,8,11,4,223
23.9667,32.7831,200.0,2015-09-01,33.2,2015,9,1,1,244
23.9667,32.7831,200.0,2004-08-05,32.4,2004,8,5,3,218
31.073,33.836,36.9,2018-02-08,15.6,2018,2,8,3,39
27.05,27.983,78.0,2007-11-11,18.9,2007,11,11,6,315
27.15,33.7167,16.0,2006-10-21,24.9,2006,10,21,5,294
31.567,25.133,6.0,2015-06-25,23.7,2015,6,25,3,176
31.184,29.949,-1.8,2004-01-19,12.9,2004,1,19,0,19
23.9667,32.7831,200.0,2013-10-21,29.2,2013,10,21,0,294
31.3331,27.2167,25.0,2023-04-29,18.3,2023,4,29,5,119
31.3331,27.2167,25.0,2003-11-05,20.6,2003,11,5,2,309
23.133,35.583,21.0,2007-02-06,19.3,2007,2,6,1,37
28.083,30.733,40.0,2016-07-08,30.4,2016,7,8,4,190
27.15,33.7167,16.0,2005-11-08,20.2,2005,11,8,1,312
25.45,30.533,73.0,2000-04-13,28.1,2000,4,13,3,104
23.9667,32.7831,200.0,2023-09-16,31.9,2023,9,16,5,259
23.9667,32.7831,200.0,2021-10-09,32.2,2021,10,9,5,282
28.083,30.733,40.0,2013-01-07,13.2,2013,1,7,0,7
28.083,30.733,40.0,2001-07-28,30.4,2001,7,28,5,209
25.4831,29.0,107.0,2007-09-11,27.7,2007,9,11,1,254
27.15,33.7167,16.0,2000-11-14,22.6,2000,11,14,1,319
23.9667,32.7831,200.0,2014-11-30,19.1,2014,11,30,6,334
28.083,30.733,40.0,2005-01-06,10.9,2005,1,6,3,6
23.9667,32.7831,200.0,2024-09-10,34.6,2024,9,10,1,254
31.567,25.133,6.0,2000-06-29,22.2,2000,6,29,3,181
31.3331,27.2167,25.0,2012-04-07,21.9,2012,4,7,5,98
23.133,35.583,21.0,2017-10-22,26.9,2017,10,22,6,295
29.2,25.3167,-15.0,2002-10-22,22.1,2002,10,22,1,295
31.073,33.836,36.9,2000-01-02,17.2,2000,1,2,6,2
31.567,25.133,6.0,2008-10-28,19.0,2008,10,28,1,302
31.3331,27.2167,25.0,2013-09-25,23.7,2013,9,25,2,268
23.9667,32.7831,200.0,2000-07-12,35.6,2000,7,12,2,194
27.15,33.7167,16.0,2008-03-27,21.3,2008,3,27,3,87
25.45,30.533,73.0,2010-07-19,35.9,2010,7,19,0,200
25.45,30.533,73.0,2014-06-06,28.8,2014,6,6,4,157
31.567,25.133,6.0,2006-07-26,25.7,2006,7,26,2,207
23.9667,32.7831,200.0,2017-12-23,24.3,2017,12,23,5,357
31.3331,27.2167,25.0,2018-05-07,20.3,2018,5,7,0,127
27.15,33.7167,16.0,2019-06-05,34.6,2019,6,5,2,156
25.45,30.533,73.0,2016-10-11,29.7,2016,10,11,1,285
26.2,32.75,96.0,2022-11-04,26.7,2022,11,4,4,308
27.05,27.983,78.0,2015-11-27,17.1,2015,11,27,4,331
31.073,33.836,36.9,2012-05-12,23.9,2012,5,12,5,133
29.2,25.3167,-15.0,2002-08-16,29.8,2002,8,16,4,228
28.083,30.733,40.0,2010-07-11,28.4,2010,7,11,6,192
31.567,25.133,6.0,2017-07-04,25.9,2017,7,4,1,185
23.9667,32.7831,200.0,2009-05-11,25.2,2009,5,11,0,131
25.45,30.533,73.0,2015-05-28,36.1,2015,5,28,3,148
25.4831,29.0,107.0,2006-06-25,34.4,2006,6,25,6,176
