LATITUDE,LONGITUDE,ELEVATION,TAVG,YEAR,MONTH,DAY,DAY_OF_WEEK,DAY_OF_YEAR
28.083,30.733,40.0,19.9,2008,11,6,3,311
28.083,30.733,40.0,21.3,2008,11,7,4,312
28.083,30.733,40.0,20.8,2008,11,8,5,313
28.083,30.733,40.0,21.0,2008,11,9,6,314
28.083,30.733,40.0,20.4,2008,11,10,0,315
28.083,30.733,40.0,20.2,2008,11,11,1,316
28.083,30.733,40.0,19.1,2008,11,12,2,317
28.083,30.733,40.0,18.7,2008,11,13,3,318
28.083,30.733,40.0,18.6,2008,11,14,4,319
28.083,30.733,40.0,18.7,2008,11,15,5,320
28.083,30.733,40.0,19.7,2008,11,16,6,321
28.083,30.733,40.0,20.2,2008,11,17,0,322
28.083,30.733,40.0,20.4,2008,11,18,1,323
28.083,30.733,40.0,21.2,2008,11,19,2,324
28.083,30.733,40.0,19.8,2008,11,20,3,325
28.083,30.733,40.0,19.2,2008,11,21,4,326
28.083,30.733,40.0,17.7,2008,11,22,5,327
28.083,30.733,40.0,17.7,2008,11,23,6,328
28.083,30.733,40.0,17.9,2008,11,24,0,329
28.083,30.733,40.0,18.7,2008,11,25,1,330
28.083,30.733,40.0,18.3,2008,11,26,2,331
28.083,30.733,40.0,18.2,2008,11,27,3,332
28.083,30.733,40.0,17.7,2008,11,28,4,333
28.083,30.733,40.0,16.9,2008,11,29,5,334
28.083,30.733,40.0,17.5,2008,11,30,6,335
28.083,30.733,40.0,17.2,2008,12,1,0,336
28.083,30.733,40.0,17.1,2008,12,2,1,337
28.083,30.733,40.0,16.8,2008,12,3,2,338
28.083,30.733,40.0,19.1,2008,12,4,3,339
28.083,30.733,40.0,17.9,2008,12,5,4,340
28.083,30.733,40.0,18.3,2008,12,6,5,341
28.083,30.733,40.0,17.3,2008,12,7,6,342
28.083,30.733,40.0,16.6,2008,12,8,0,343
28.083,30.733,40.0,16.3,2008,12,9,1,344
28.083,30.733,40.0,15.6,2008,12,10,2,345
28.083,30.733,40.0,14.7,2008,12,11,3,346
28.083,30.733,40.0,16.8,2008,12,12,4,347
28.083,30.733,40.0,14.7,2008,12,13,5,348
28.083,30.733,40.0,16.3,2008,12,14,6,349
28.083,30.733,40.0,15.8,2008,12,15,0,350
28.083,30.733,40.0,16.9,2008,12,16,1,351
28.083,30.733,40.0,16.4,2008,12,17,2,352
28.083,30.733,40.0,16.2,2008,12,18,3,353
28.083,30.733,40.0,17.2,2008,12,19,4,354
28.083,30.733,40.0,15.7,2008,12,20,5,355
28.083,30.733,40.0,16.4,2008,12,21,6,356
28.083,30.733,40.0,15.6,2008,12,22,0,357
28.083,30.733,40.0,13.0,2008,12,23,1,358
28.083,30.733,40.0,12.3,2008,12,24,2,359
28.083,30.733,40.0,12.0,2008,12,25,3,360
28.083,30.733,40.0,11.9,2008,12,26,4,361
28.083,30.733,40.0,12.4,2008,12,27,5,362
28.083,30.733,40.0,12.2,2008,12,28,6,363
28.083,30.733,40.0,12.3,2008,12,29,0,364
28.083,30.733,40.0,12.9,2008,12,30,1,365
28.083,30.733,40.0,12.0,2008,12,31,2,366
28.083,30.733,40.0,11.1,2009,1,1,3,1
28.083,30.733,40.0,11.0,2009,1,2,4,2
28.083,30.733,40.0,10.7,2009,1,3,5,3
28.083,30.733,40.0,11.2,2009,1,4,6,4
28.083,30.733,40.0,11.7,2009,1,5,0,5
28.083,30.733,40.0,12.3,2009,1,6,1,6
28.083,30.733,40.0,12.9,2009,1,7,2,7
28.083,30.733,40.0,14.2,2009,1,8,3,8
28.083,30.733,40.0,14.0,2009,1,9,4,9
28.083,30.733,40.0,13.8,2009,1,10,5,10
28.083,30.733,40.0,15.2,2009,1,11,6,11
28.083,30.733,40.0,14.9,2009,1,12,0,12
28.083,30.733,40.0,13.8,2009,1,13,1,13
28.083,30.733,40.0,14.7,2009,1,14,2,14
28.083,30.733,40.0,15.2,2009,1,15,3,15
28.083,30.733,40.0,14.9,2009,1,16,4,16
28.083,30.733,40.0,15.3,2009,1,17,5,17
28.083,30.733,40.0,14.4,2009,1,18,6,18
28.083,30.733,40.0,12.7,2009,1,19,0,19
28.083,30.733,40.0,12.7,2009,1,20,1,20
28.083,30.733,40.0,15.0,2009,1,21,2,21
28.083,30.733,40.0,15.2,2009,1,22,3,22
28.083,30.733,40.0,14.6,2009,1,23,4,23
28.083,30.733,40.0,13.7,2009,1,24,5,24
28.083,30.733,40.0,14.6,2009,1,25,6,25
28.083,30.733,40.0,15.4,2009,1,26,0,26
28.083,30.733,40.0,14.4,2009,1,27,1,27
28.083,30.733,40.0,15.7,2009,1,28,2,28
28.083,30.733,40.0,13.5,2009,1,29,3,29
28.083,30.733,40.0,12.5,2009,1,30,4,30
28.083,30.733,40.0,14.4,2009,1,31,5,31
28.083,30.733,40.0,13.3,2009,2,1,6,32
28.083,30.733,40.0,12.8,2009,2,2,0,33
28.083,30.733,40.0,14.1,2009,2,3,1,34
28.083,30.733,40.0,14.9,2009,2,4,2,35
28.083,30.733,40.0,15.5,2009,2,5,3,36
28.083,30.733,40.0,15.6,2009,2,6,4,37
28.083,30.733,40.0,14.8,2009,2,7,5,38
28.083,30.733,40.0,17.1,2009,2,8,6,39
28.083,30.733,40.0,18.4,2009,2,9,0,40
28.083,30.733,40.0,15.4,2009,2,10,1,41
28.083,30.733,40.0,14.3,2009,2,11,2,42
28.083,30.733,40.0,14.7,2009,2,12,3,43
28.083,30.733,40.0,15.0,2009,2,13,4,44
28.083,30.733,40.0,16.7,2009,2,14,5,45
28.083,30.733,40.0,13.8,2009,2,15,6,46
28.083,30.733,40.0,13.3,2009,2,16,0,47
28.083,30.733,40.0,12.6,2009,2,17,1,48
28.083,30.733,40.0,13.9,2009,2,18,2,49
28.083,30.733,40.0,19.8,2009,2,19,3,50
28.083,30.733,40.0,15.5,2009,2,20,4,51
28.083,30.733,40.0,13.8,2009,2,21,5,52
28.083,30.733,40.0,14.9,2009,2,22,6,53
28.083,30.733,40.0,14.5,2009,2,23,0,54
28.083,30.733,40.0,14.8,2009,2,24,1,55
28.083,30.733,40.0,16.2,2009,2,25,2,56
28.083,30.733,40.0,16.7,2009,2,26,3,57
28.083,30.733,40.0,13.4,2009,2,27,4,58
28.083,30.733,40.0,13.4,2009,2,28,5,59
28.083,30.733,40.0,13.1,2009,3,1,6,60
28.083,30.733,40.0,9.8,2009,3,2,0,61
28.083,30.733,40.0,12.9,2009,3,3,1,62
28.083,30.733,40.0,15.6,2009,3,4,2,63
28.083,30.733,40.0,18.3,2009,3,5,3,64
28.083,30.733,40.0,19.5,2009,3,6,4,65
28.083,30.733,40.0,22.7,2009,3,7,5,66
28.083,30.733,40.0,19.4,2009,3,8,6,67
28.083,30.733,40.0,15.7,2009,3,9,0,68
28.083,30.733,40.0,14.9,2009,3,10,1,69
28.083,30.733,40.0,17.4,2009,3,11,2,70
28.083,30.733,40.0,16.9,2009,3,12,3,71
28.083,30.733,40.0,18.8,2009,3,13,4,72
28.083,30.733,40.0,15.9,2009,3,14,5,73
28.083,30.733,40.0,16.1,2009,3,15,6,74
28.083,30.733,40.0,15.7,2009,3,16,0,75
28.083,30.733,40.0,15.4,2009,3,17,1,76
28.083,30.733,40.0,16.0,2009,3,18,2,77
28.083,30.733,40.0,18.4,2009,3,19,3,78
28.083,30.733,40.0,20.7,2009,3,20,4,79
28.083,30.733,40.0,15.6,2009,3,21,5,80
28.083,30.733,40.0,15.8,2009,3,22,6,81
28.083,30.733,40.0,16.9,2009,3,23,0,82
28.083,30.733,40.0,14.3,2009,3,24,1,83
28.083,30.733,40.0,15.4,2009,3,25,2,84
28.083,30.733,40.0,17.4,2009,3,26,3,85
28.083,30.733,40.0,18.8,2009,3,27,4,86
28.083,30.733,40.0,16.5,2009,3,28,5,87
28.083,30.733,40.0,17.0,2009,3,29,6,88
28.083,30.733,40.0,17.8,2009,3,30,0,89
28.083,30.733,40.0,19.3,2009,3,31,1,90
28.083,30.733,40.0,20.9,2009,4,1,2,91
28.083,30.733,40.0,20.0,2009,4,2,3,92
28.083,30.733,40.0,20.4,2009,4,3,4,93
28.083,30.733,40.0,22.6,2009,4,4,5,94
28.083,30.733,40.0,26.8,2009,4,5,6,95
28.083,30.733,40.0,21.3,2009,4,6,0,96
28.083,30.733,40.0,20.4,2009,4,7,1,97
28.083,30.733,40.0,20.0,2009,4,8,2,98
28.083,30.733,40.0,18.6,2009,4,9,3,99
28.083,30.733,40.0,18.9,2009,4,10,4,100
28.083,30.733,40.0,23.4,2009,4,11,5,101
28.083,30.733,40.0,26.8,2009,4,12,6,102
28.083,30.733,40.0,27.3,2009,4,13,0,103
28.083,30.733,40.0,31.1,2009,4,14,1,104
28.083,30.733,40.0,22.1,2009,4,15,2,105
28.083,30.733,40.0,20.8,2009,4,16,3,106
28.083,30.733,40.0,19.9,2009,4,17,4,107
28.083,30.733,40.0,20.9,2009,4,18,5,108
28.083,30.733,40.0,22.4,2009,4,19,6,109
28.083,30.733,40.0,23.6,2009,4,20,0,110
28.083,30.733,40.0,25.2,2009,4,21,1,111
28.083,30.733,40.0,26.4,2009,4,22,2,112
28.083,30.733,40.0,22.4,2009,4,23,3,113
28.083,30.733,40.0,21.9,2009,4,24,4,114
28.083,30.733,40.0,21.9,2009,4,25,5,115
28.083,30.733,40.0,20.1,2009,4,26,6,116
28.083,30.733,40.0,20.1,2009,4,27,0,117
28.083,30.733,40.0,21.4,2009,4,28,1,118
28.083,30.733,40.0,23.2,2009,4,29,2,119
28.083,30.733,40.0,20.7,2009,4,30,3,120
28.083,30.733,40.0,22.7,2009,5,1,4,121
28.083,30.733,40.0,27.1,2009,5,2,5,122
28.083,30.733,40.0,32.2,2009,5,3,6,123
28.083,30.733,40.0,28.5,2009,5,4,0,124
28.083,30.733,40.0,23.1,2009,5,5,1,125
28.083,30.733,40.0,22.4,2009,5,6,2,126
28.083,30.733,40.0,23.1,2009,5,7,3,127
28.083,30.733,40.0,24.2,2009,5,8,4,128
28.083,30.733,40.0,21.2,2009,5,9,5,129
28.083,30.733,40.0,22.0,2009,5,10,6,130
28.083,30.733,40.0,22.3,2009,5,11,0,131
28.083,30.733,40.0,23.4,2009,5,12,1,132
28.083,30.733,40.0,23.8,2009,5,13,2,133
28.083,30.733,40.0,25.1,2009,5,14,3,134
28.083,30.733,40.0,25.1,2009,5,15,4,135
28.083,30.733,40.0,27.4,2009,5,16,5,136
28.083,30.733,40.0,29.8,2009,5,17,6,137
28.083,30.733,40.0,30.6,2009,5,18,0,138
28.083,30.733,40.0,28.2,2009,5,19,1,139
28.083,30.733,40.0,27.5,2009,5,20,2,140
28.083,30.733,40.0,28.8,2009,5,21,3,141
28.083,30.733,40.0,28.7,2009,5,22,4,142
28.083,30.733,40.0,28.2,2009,5,23,5,143
28.083,30.733,40.0,26.6,2009,5,24,6,144
28.083,30.733,40.0,28.3,2009,5,25,0,145
28.083,30.733,40.0,27.4,2009,5,26,1,146
28.083,30.733,40.0,26.9,2009,5,27,2,147
28.083,30.733,40.0,25.8,2009,5,28,3,148
28.083,30.733,40.0,26.6,2009,5,29,4,149
28.083,30.733,40.0,25.9,2009,5,30,5,150
28.083,30.733,40.0,25.5,2009,5,31,6,151
28.083,30.733,40.0,27.0,2009,6,1,0,152
28.083,30.733,40.0,28.6,2009,6,2,1,153
28.083,30.733,40.0,30.3,2009,6,3,2,154
28.083,30.733,40.0,31.4,2009,6,4,3,155
28.083,30.733,40.0,32.2,2009,6,5,4,156
28.083,30.733,40.0,33.5,2009,6,6,5,157
28.083,30.733,40.0,28.6,2009,6,7,6,158
28.083,30.733,40.0,28.3,2009,6,8,0,159
28.083,30.733,40.0,28.9,2009,6,9,1,160
28.083,30.733,40.0,30.0,2009,6,10,2,161
28.083,30.733,40.0,29.2,2009,6,11,3,162
28.083,30.733,40.0,29.4,2009,6,12,4,163
28.083,30.733,40.0,29.6,2009,6,13,5,164
28.083,30.733,40.0,31.5,2009,6,14,6,165
28.083,30.733,40.0,30.2,2009,6,15,0,166
28.083,30.733,40.0,28.2,2009,6,16,1,167
28.083,30.733,40.0,28.9,2009,6,17,2,168
28.083,30.733,40.0,28.8,2009,6,18,3,169
28.083,30.733,40.0,30.0,2009,6,19,4,170
28.083,30.733,40.0,30.6,2009,6,20,5,171
28.083,30.733,40.0,30.4,2009,6,21,6,172
28.083,30.733,40.0,31.3,2009,6,22,0,173
28.083,30.733,40.0,31.9,2009,6,23,1,174
28.083,30.733,40.0,33.7,2009,6,24,2,175
28.083,30.733,40.0,35.9,2009,6,25,3,176
28.083,30.733,40.0,31.5,2009,6,26,4,177
28.083,30.733,40.0,33.9,2009,6,28,6,179
28.083,30.733,40.0,32.3,2009,6,29,0,180
28.083,30.733,40.0,32.7,2009,6,30,1,181
28.083,30.733,40.0,33.7,2009,7,1,2,182
28.083,30.733,40.0,31.8,2009,7,2,3,183
28.083,30.733,40.0,30.0,2009,7,3,4,184
28.083,30.733,40.0,29.8,2009,7,4,5,185
28.083,30.733,40.0,30.4,2009,7,5,6,186
28.083,30.733,40.0,30.4,2009,7,6,0,187
28.083,30.733,40.0,30.8,2009,7,7,1,188
28.083,30.733,40.0,30.6,2009,7,8,2,189
28.083,30.733,40.0,30.6,2009,7,9,3,190
28.083,30.733,40.0,31.4,2009,7,10,4,191
28.083,30.733,40.0,28.2,2009,7,11,5,192
28.083,30.733,40.0,32.1,2009,7,13,0,194
28.083,30.733,40.0,28.8,2009,7,14,1,195
28.083,30.733,40.0,28.4,2009,7,15,2,196
28.083,30.733,40.0,28.2,2009,7,16,3,197
28.083,30.733,40.0,30.4,2009,7,17,4,198
28.083,30.733,40.0,30.9,2009,7,18,5,199
28.083,30.733,40.0,31.9,2009,7,19,6,200
28.083,30.733,40.0,30.9,2009,7,20,0,201
28.083,30.733,40.0,31.4,2009,7,21,1,202
28.083,30.733,40.0,31.4,2009,7,22,2,203
28.083,30.733,40.0,31.6,2009,7,23,3,204
28.083,30.733,40.0,31.1,2009,7,24,4,205
28.083,30.733,40.0,30.7,2009,7,25,5,206
28.083,30.733,40.0,30.4,2009,7,26,6,207
28.083,30.733,40.0,32.3,2009,7,27,0,208
28.083,30.733,40.0,32.2,2009,7,28,1,209
28.083,30.733,40.0,32.1,2009,7,29,2,210
28.083,30.733,40.0,31.1,2009,7,30,3,211
28.083,30.733,40.0,30.4,2009,7,31,4,212
28.083,30.733,40.0,29.6,2009,8,1,5,213
28.083,30.733,40.0,29.5,2009,8,2,6,214
28.083,30.733,40.0,29.5,2009,8,3,0,215
28.083,30.733,40.0,30.4,2009,8,4,1,216
28.083,30.733,40.0,30.0,2009,8,5,2,217
28.083,30.733,40.0,30.8,2009,8,6,3,218
28.083,30.733,40.0,30.2,2009,8,7,4,219
28.083,30.733,40.0,32.2,2009,8,8,5,220
28.083,30.733,40.0,30.6,2009,8,9,6,221
28.083,30.733,40.0,30.9,2009,8,10,0,222
28.083,30.733,40.0,30.4,2009,8,11,1,223
28.083,30.733,40.0,29.3,2009,8,12,2,224
28.083,30.733,40.0,30.2,2009,8,13,3,225
28.083,30.733,40.0,30.0,2009,8,14,4,226
28.083,30.733,40.0,29.7,2009,8,15,5,227
28.083,30.733,40.0,29.0,2009,8,16,6,228
28.083,30.733,40.0,28.3,2009,8,17,0,229
28.083,30.733,40.0,28.8,2009,8,18,1,230
28.083,30.733,40.0,29.0,2009,8,19,2,231
28.083,30.733,40.0,28.9,2009,8,20,3,232
28.083,30.733,40.0,31.7,2009,8,21,4,233
28.083,30.733,40.0,30.0,2009,8,22,5,234
28.083,30.733,40.0,28.7,2009,8,23,6,235
28.083,30.733,40.0,29.4,2009,8,24,0,236
28.083,30.733,40.0,30.1,2009,8,25,1,237
28.083,30.733,40.0,29.0,2009,8,26,2,238
28.083,30.733,40.0,27.3,2009,8,27,3,239
28.083,30.733,40.0,29.1,2009,8,28,4,240
28.083,30.733,40.0,29.6,2009,8,29,5,241
28.083,30.733,40.0,29.5,2009,8,30,6,242
28.083,30.733,40.0,29.6,2009,8,31,0,243
28.083,30.733,40.0,28.6,2009,9,1,1,244
28.083,30.733,40.0,28.8,2009,9,2,2,245
28.083,30.733,40.0,28.9,2009,9,3,3,246
28.083,30.733,40.0,28.0,2009,9,4,4,247
28.083,30.733,40.0,27.9,2009,9,5,5,248
28.083,30.733,40.0,24.6,2009,9,6,6,249
28.083,30.733,40.0,27.6,2009,9,7,0,250
28.083,30.733,40.0,30.7,2009,9,8,1,251
28.083,30.733,40.0,30.9,2009,9,9,2,252
28.083,30.733,40.0,29.9,2009,9,10,3,253
28.083,30.733,40.0,29.5,2009,9,11,4,254
28.083,30.733,40.0,31.5,2009,9,12,5,255
28.083,30.733,40.0,28.7,2009,9,13,6,256
28.083,30.733,40.0,29.9,2009,9,14,0,257
28.083,30.733,40.0,30.9,2009,9,15,1,258
28.083,30.733,40.0,32.1,2009,9,16,2,259
28.083,30.733,40.0,28.8,2009,9,17,3,260
28.083,30.733,40.0,31.3,2009,9,18,4,261
28.083,30.733,40.0,28.3,2009,9,19,5,262
28.083,30.733,40.0,27.3,2009,9,20,6,263
28.083,30.733,40.0,29.1,2009,9,21,0,264
28.083,30.733,40.0,30.7,2009,9,22,1,265
28.083,30.733,40.0,27.6,2009,9,23,2,266
28.083,30.733,40.0,27.5,2009,9,24,3,267
28.083,30.733,40.0,28.4,2009,9,25,4,268
28.083,30.733,40.0,29.6,2009,9,26,5,269
28.083,30.733,40.0,29.1,2009,9,27,6,270
28.083,30.733,40.0,29.3,2009,9,28,0,271
28.083,30.733,40.0,28.2,2009,9,29,1,272
28.083,30.733,40.0,27.8,2009,9,30,2,273
28.083,30.733,40.0,26.5,2009,10,1,3,274
28.083,30.733,40.0,26.5,2009,10,2,4,275
28.083,30.733,40.0,26.2,2009,10,3,5,276
28.083,30.733,40.0,27.1,2009,10,4,6,277
28.083,30.733,40.0,27.8,2009,10,5,0,278
28.083,30.733,40.0,26.2,2009,10,6,1,279
28.083,30.733,40.0,24.6,2009,10,7,2,280
28.083,30.733,40.0,24.6,2009,10,8,3,281
28.083,30.733,40.0,25.7,2009,10,9,4,282
28.083,30.733,40.0,26.3,2009,10,10,5,283
28.083,30.733,40.0,26.6,2009,10,11,6,284
28.083,30.733,40.0,26.1,2009,10,12,0,285
28.083,30.733,40.0,25.7,2009,10,13,1,286
28.083,30.733,40.0,25.1,2009,10,14,2,287
28.083,30.733,40.0,27.1,2009,10,15,3,288
28.083,30.733,40.0,28.3,2009,10,16,4,289
28.083,30.733,40.0,28.7,2009,10,17,5,290
28.083,30.733,40.0,28.6,2009,10,18,6,291
28.083,30.733,40.0,27.8,2009,10,19,0,292
28.083,30.733,40.0,27.1,2009,10,20,1,293
28.083,30.733,40.0,25.7,2009,10,21,2,294
28.083,30.733,40.0,23.2,2009,10,22,3,295
28.083,30.733,40.0,20.4,2009,10,23,4,296
28.083,30.733,40.0,20.4,2009,10,24,5,297
28.083,30.733,40.0,21.8,2009,10,25,6,298
28.083,30.733,40.0,24.6,2009,10,26,0,299
28.083,30.733,40.0,25.2,2009,10,27,1,300
28.083,30.733,40.0,23.2,2009,10,28,2,301
28.083,30.733,40.0,22.2,2009,10,29,3,302
28.083,30.733,40.0,21.9,2009,10,30,4,303
28.083,30.733,40.0,21.4,2009,10,31,5,304
28.083,30.733,40.0,21.2,2009,11,1,6,305
28.083,30.733,40.0,18.5,2009,11,2,0,306
28.083,30.733,40.0,18.4,2009,11,3,1,307
28.083,30.733,40.0,17.6,2009,11,4,2,308
28.083,30.733,40.0,18.2,2009,11,5,3,309
28.083,30.733,40.0,20.8,2009,11,6,4,310
28.083,30.733,40.0,20.4,2009,11,7,5,311
28.083,30.733,40.0,23.2,2009,11,8,6,312
28.083,30.733,40.0,21.5,2009,11,9,0,313
28.083,30.733,40.0,20.9,2009,11,10,1,314
28.083,30.733,40.0,23.0,2009,11,11,2,315
28.083,30.733,40.0,21.2,2009,11,12,3,316
28.083,30.733,40.0,18.9,2009,11,13,4,317
28.083,30.733,40.0,18.6,2009,11,14,5,318
28.083,30.733,40.0,18.8,2009,11,15,6,319
28.083,30.733,40.0,18.8,2009,11,16,0,320
28.083,30.733,40.0,18.8,2009,11,17,1,321
28.083,30.733,40.0,17.9,2009,11,18,2,322
28.083,30.733,40.0,17.8,2009,11,19,3,323
28.083,30.733,40.0,17.4,2009,11,20,4,324
28.083,30.733,40.0,18.9,2009,11,21,5,325
28.083,30.733,40.0,18.3,2009,11,22,6,326
28.083,30.733,40.0,18.1,2009,11,23,0,327
28.083,30.733,40.0,17.0,2009,11,24,1,328
28.083,30.733,40.0,16.6,2009,11,25,2,329
28.083,30.733,40.0,16.6,2009,11,26,3,330
28.083,30.733,40.0,16.4,2009,11,27,4,331
28.083,30.733,40.0,17.2,2009,11,28,5,332
28.083,30.733,40.0,17.1,2009,11,29,6,333
28.083,30.733,40.0,17.3,2009,11,30,0,334
28.083,30.733,40.0,17.1,2009,12,1,1,335
28.083,30.733,40.0,15.8,2009,12,2,2,336
28.083,30.733,40.0,15.7,2009,12,3,3,337
28.083,30.733,40.0,15.2,2009,12,4,4,338
28.083,30.733,40.0,15.1,2009,12,5,5,339
28.083,30.733,40.0,16.6,2009,12,6,6,340
28.083,30.733,40.0,15.5,2009,12,7,0,341
28.083,30.733,40.0,16.1,2009,12,8,1,342
28.083,30.733,40.0,15.9,2009,12,9,2,343
28.083,30.733,40.0,16.2,2009,12,10,3,344
28.083,30.733,40.0,15.7,2009,12,11,4,345
28.083,30.733,40.0,15.2,2009,12,12,5,346
28.083,30.733,40.0,15.3,2009,12,13,6,347
28.083,30.733,40.0,13.1,2009,12,14,0,348
28.083,30.733,40.0,12.9,2009,12,15,1,349
28.083,30.733,40.0,17.6,2009,12,16,2,350
28.083,30.733,40.0,14.3,2009,12,17,3,351
28.083,30.733,40.0,14.2,2009,12,18,4,352
28.083,30.733,40.0,14.3,2009,12,19,5,353
28.083,30.733,40.0,14.0,2009,12,20,6,354
28.083,30.733,40.0,16.0,2009,12,21,0,355
28.083,30.733,40.0,15.6,2009,12,22,1,356
28.083,30.733,40.0,13.8,2009,12,23,2,357
28.083,30.733,40.0,13.9,2009,12,24,3,358
28.083,30.733,40.0,14.6,2009,12,25,4,359
28.083,30.733,40.0,15.2,2009,12,26,5,360
28.083,30.733,40.0,16.1,2009,12,27,6,361
28.083,30.733,40.0,16.1,2009,12,28,0,362
28.083,30.733,40.0,14.9,2009,12,29,1,363
28.083,30.733,40.0,15.4,2009,12,30,2,364
28.083,30.733,40.0,16.5,2009,12,31,3,365
28.083,30.733,40.0,15.9,2010,1,1,4,1
28.083,30.733,40.0,15.7,2010,1,2,5,2
28.083,30.733,40.0,16.9,2010,1,3,6,3
28.083,30.733,40.0,13.8,2010,1,4,0,4
28.083,30.733,40.0,15.1,2010,1,5,1,5
28.083,30.733,40.0,14.5,2010,1,6,2,6
28.083,30.733,40.0,17.1,2010,1,7,3,7
28.083,30.733,40.0,18.5,2010,1,8,4,8
28.083,30.733,40.0,17.8,2010,1,9,5,9
28.083,30.733,40.0,16.6,2010,1,10,6,10
28.083,30.733,40.0,15.4,2010,1,11,0,11
28.083,30.733,40.0,14.8,2010,1,12,1,12
28.083,30.733,40.0,15.1,2010,1,13,2,13
28.083,30.733,40.0,14.3,2010,1,14,3,14
28.083,30.733,40.0,13.0,2010,1,15,4,15
28.083,30.733,40.0,14.3,2010,1,16,5,16
28.083,30.733,40.0,15.4,2010,1,17,6,17
28.083,30.733,40.0,14.9,2010,1,18,0,18
28.083,30.733,40.0,15.1,2010,1,19,1,19
28.083,30.733,40.0,15.5,2010,1,20,2,20
28.083,30.733,40.0,14.4,2010,1,21,3,21
28.083,30.733,40.0,12.9,2010,1,22,4,22
28.083,30.733,40.0,14.4,2010,1,23,5,23
28.083,30.733,40.0,13.4,2010,1,24,6,24
28.083,30.733,40.0,12.2,2010,1,25,0,25
28.083,30.733,40.0,12.0,2010,1,26,1,26
28.083,30.733,40.0,11.7,2010,1,27,2,27
28.083,30.733,40.0,14.2,2010,1,28,3,28
28.083,30.733,40.0,16.7,2010,1,29,4,29
28.083,30.733,40.0,17.6,2010,1,30,5,30
28.083,30.733,40.0,15.5,2010,1,31,6,31
28.083,30.733,40.0,14.8,2010,2,1,0,32
28.083,30.733,40.0,12.4,2010,2,2,1,33
28.083,30.733,40.0,13.4,2010,2,3,2,34
28.083,30.733,40.0,12.3,2010,2,4,3,35
28.083,30.733,40.0,11.2,2010,2,5,4,36
28.083,30.733,40.0,10.4,2010,2,6,5,37
28.083,30.733,40.0,10.2,2010,2,7,6,38
28.083,30.733,40.0,13.9,2010,2,8,0,39
28.083,30.733,40.0,15.9,2010,2,9,1,40
28.083,30.733,40.0,16.6,2010,2,10,2,41
28.083,30.733,40.0,18.1,2010,2,11,3,42
28.083,30.733,40.0,18.2,2010,2,12,4,43
28.083,30.733,40.0,19.9,2010,2,13,5,44
28.083,30.733,40.0,20.6,2010,2,14,6,45
28.083,30.733,40.0,21.4,2010,2,15,0,46
28.083,30.733,40.0,21.8,2010,2,16,1,47
28.083,30.733,40.0,23.0,2010,2,17,2,48
28.083,30.733,40.0,24.0,2010,2,18,3,49
28.083,30.733,40.0,22.2,2010,2,19,4,50
28.083,30.733,40.0,23.7,2010,2,20,5,51
28.083,30.733,40.0,25.2,2010,2,21,6,52
28.083,30.733,40.0,19.8,2010,2,22,0,53
28.083,30.733,40.0,18.1,2010,2,23,1,54
28.083,30.733,40.0,18.6,2010,2,24,2,55
28.083,30.733,40.0,18.8,2010,2,25,3,56
28.083,30.733,40.0,18.3,2010,2,26,4,57
28.083,30.733,40.0,17.5,2010,2,27,5,58
28.083,30.733,40.0,18.7,2010,2,28,6,59
28.083,30.733,40.0,16.9,2010,3,1,0,60
28.083,30.733,40.0,19.6,2010,3,2,1,61
28.083,30.733,40.0,20.4,2010,3,3,2,62
28.083,30.733,40.0,18.9,2010,3,4,3,63
28.083,30.733,40.0,21.1,2010,3,5,4,64
28.083,30.733,40.0,20.3,2010,3,6,5,65
28.083,30.733,40.0,20.4,2010,3,7,6,66
28.083,30.733,40.0,23.9,2010,3,8,0,67
28.083,30.733,40.0,28.1,2010,3,9,1,68
28.083,30.733,40.0,26.0,2010,3,10,2,69
28.083,30.733,40.0,28.8,2010,3,11,3,70
28.083,30.733,40.0,25.9,2010,3,12,4,71
28.083,30.733,40.0,26.8,2010,3,13,5,72
28.083,30.733,40.0,27.7,2010,3,14,6,73
28.083,30.733,40.0,26.2,2010,3,15,0,74
28.083,30.733,40.0,19.7,2010,3,16,1,75
28.083,30.733,40.0,17.2,2010,3,17,2,76
28.083,30.733,40.0,15.6,2010,3,18,3,77
28.083,30.733,40.0,14.8,2010,3,19,4,78
28.083,30.733,40.0,15.8,2010,3,20,5,79
28.083,30.733,40.0,17.9,2010,3,21,6,80
28.083,30.733,40.0,18.0,2010,3,22,0,81
28.083,30.733,40.0,17.7,2010,3,23,1,82
28.083,30.733,40.0,17.5,2010,3,24,2,83
28.083,30.733,40.0,19.6,2010,3,25,3,84
28.083,30.733,40.0,18.1,2010,3,26,4,85
28.083,30.733,40.0,17.4,2010,3,27,5,86
28.083,30.733,40.0,21.3,2010,3,28,6,87
28.083,30.733,40.0,19.7,2010,3,29,0,88
28.083,30.733,40.0,18.1,2010,3,30,1,89
28.083,30.733,40.0,18.4,2010,3,31,2,90
28.083,30.733,40.0,21.2,2010,4,1,3,91
28.083,30.733,40.0,24.3,2010,4,2,4,92
28.083,30.733,40.0,26.1,2010,4,3,5,93
28.083,30.733,40.0,23.8,2010,4,4,6,94
28.083,30.733,40.0,20.8,2010,4,5,0,95
28.083,30.733,40.0,21.2,2010,4,6,1,96
28.083,30.733,40.0,19.9,2010,4,7,2,97
